Price,Beds,Baths,Area,Pets,Street,City,Region,Zip
"$1,709",0 bed,1 bath,540 sqft,NO,"1075 1st Ave Unit 6P,                  ",New York,NY,10022
"$5,900",2 bed,2 bath,790 sqft,NO,"240 E 82nd St Apt 3E,                  ",New York,NY,10028
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,650",0 bed,1 bath,580 sqft,OK Pets,"160 E 55th St Apt 4A,                  ",New York,NY,10022
"$4,250",1 bed,1 bath,680 sqft,OK Pets,"30 W 63rd St Apt 4S,                  ",New York,NY,10023
"$3,750",1 bed,1 bath,700 sqft,NO,"220 E 24th St Unit A,                  ",New York,NY,10010
"$3,150",1 bed,1 bath,710 sqft,NO,"140 E 46th St Apt 2E,                  ",New York,NY,10017
"$2,850",0 bed,1 bath,Data Not Found,NO,"26 Grove St Unit 1J,                  ",New York,NY,10014
"$5,450",1 bed,1 bath,710 sqft,NO,"219 E 69th St Unit 5N,                  ",New York,NY,10021
"$2,650",0 bed,1 bath,565 sqft,NO,"160 E 55th St Apt 3C,                  ",New York,NY,10022
"$4,171",3 bed,1 bath,890 sqft,NO,"227 E 50th St Apt 1,                  ",New York,NY,10022
"$3,295",0 bed,1 bath,560 sqft,NO,"400 E 57th St Apt 10N,                  ",New York,NY,10022
"$2,295",0 bed,1 bath,540 sqft,NO,"1680 York Ave Apt 1J,                  ",New York,NY,10128
"$2,195",0 bed,1 bath,500 sqft,NO,"525 E 81st St Unit 2P,                  ",New York,NY,10028
"$2,050",0 bed,1 bath,450 sqft,NO,"1661 York Ave Apt 4G,                  ",New York,NY,10128
"$2,950",0 bed,1 bath,Data Not Found,OK Pets,"181 Thompson St Apt 27,                  ",New York,NY,10012
"$3,877",1 bed,1 bath,668 sqft,OK Pets,"455 W 37th St Ph 3,                  ",New York,NY,10018
"$2,750",2 bed,1 bath,Data Not Found,OK Pets,"523 E 78th St Apt 5D,                  ",New York,NY,10075
"$2,631",0 bed,1 bath,468 sqft,OK Pets,"345 E 94th St Apt 12F,                  ",New York,NY,10128
"$2,825",0 bed,1 bath,10 sqft,NO,"220 Sullivan St Apt 3H,                  ",New York,NY,10012
"$5,714",2 bed,2 bath,"1,200 sqft",OK Pets,"345 E 94th St Apt 9A,                  ",New York,NY,10128
"$4,754",2 bed,2 bath,965 sqft,OK Pets,"345 E 94th St Apt 10E,                  ",New York,NY,10128
"$4,513",1 bed,1 bath,Data Not Found,NO,"250 E Houston St Apt 5L,                  ",New York,NY,10002
"$2,850",0 bed,1 bath,Data Not Found,OK Pets,"26 Grove St Apt 1D,                  ",New York,NY,10014
"$5,400",2 bed,2 bath,Data Not Found,OK Pets,"104 E 81st St Apt 2H,                  ",New York,NY,10028
"$2,299",0 bed,1 bath,Data Not Found,OK Pets,"1045 Lexington Ave Apt 4FS,                  ",New York,NY,10021
"$3,500",1 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit Xg,                  ",Brooklyn,NY,11201
"$2,650",0 bed,1 bath,Data Not Found,OK Pets,"26 Grove St Apt 4D,                  ",New York,NY,10014
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,850",1 bed,1 bath,Data Not Found,OK Pets,"405 E 56th St Apt 6G,                  ",New York,NY,10022
"$2,700",2 bed,1 bath,Data Not Found,OK Pets,"1075 First Ave Unit 4B,                  ",New York,NY,10022
"$5,900",2 bed,2 bath,Data Not Found,NO,"157 E 57th St Apt 16A,                  ",New York,NY,10022
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,111",1 bed,1 bath,Data Not Found,OK Pets,"224 E 89th St Apt 15,                  ",New York,NY,10128
"$4,325",1 bed,1 bath,Data Not Found,OK Pets,"96 Fifth Ave Unit 15H,                  ",New York,NY,10011
"$2,125",1 bed,1 bath,Data Not Found,OK Pets,"1045 Lexington Ave Apt 4FN,                  ",New York,NY,10021
"$2,850",0 bed,1 bath,Data Not Found,OK Pets,"162 E 55th St Apt 5C,                  ",New York,NY,10022
"$2,125",1 bed,1 bath,Data Not Found,OK Pets,"1045 Lexington Ave Unit R4,                  ",New York,NY,10021
"$2,125",0 bed,1 bath,Data Not Found,OK Pets,"1043 Lexington Ave Apt 3R,                  ",New York,NY,10021
"$2,950",1 bed,1 bath,Data Not Found,OK Pets,"206 W 104th St Apt 45,                  ",New York,NY,10025
"$5,400",2 bed,1 bath,Data Not Found,OK Pets,"166 W 72nd St Apt 10B,                  ",New York,NY,10023
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,600",0 bed,1 bath,Data Not Found,OK Pets,"26 Grove St Unit 1,                  ",New York,NY,10014
"$2,200",2 bed,1 bath,Data Not Found,NO,"565 W 175th St Apt 41,                  ",New York,NY,10033
"$6,300",4 bed,2 bath,Data Not Found,NO,"19 S William St Apt 3,                  ",New York,NY,10004
"$2,600",0 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 8M,                  ",Brooklyn,NY,11201
"$3,650",1 bed,1 bath,Data Not Found,NO,"60 Henry St Unit 33,                  ",Brooklyn,NY,11201
"$2,275",1 bed,1 bath,Data Not Found,OK Pets,"414 E 58th St Apt D2,                  ",New York,NY,10022
"$1,900",1 bed,1 bath,Data Not Found,OK Pets,"1427 York Ave Apt 4G,                  ",New York,NY,10021
"$5,400",2 bed,2 bath,Data Not Found,OK Pets,"401 E 88th St Apt 7A,                  ",New York,NY,10128
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,475",0 bed,1 bath,Data Not Found,NO,"250 W 100th St Unit Lgstudio,                  ",New York,NY,10025
"$7,400",2 bed,2 bath,Data Not Found,OK Pets,"525 E 72nd St Apt 32I,                  ",New York,NY,10021
"$3,275",0 bed,1 bath,Data Not Found,OK Pets,"525 E 72nd St Apt 25D,                  ",New York,NY,10021
"$7,400",2 bed,2 bath,"1,230 sqft",OK Pets,"525 E 72nd St Apt 28E,                  ",New York,NY,10021
"$3,735",1 bed,1 bath,Data Not Found,OK Pets,"400 E 58th St Apt 17C,                  ",New York,NY,10022
"$2,350",2 bed,2 bath,912 sqft,NO,"216 Cornelia St Unit 1,                  ",Brooklyn,NY,11221
"$3,295",1 bed,1 bath,Data Not Found,NO,"55 E 73rd St Apt 4R,                  ",New York,NY,10021
"$3,650",2 bed,2 bath,Data Not Found,OK Pets,"209 E 10th St Apt 8,                  ",New York,NY,10003
"$2,400",1 bed,1 bath,Data Not Found,NO,"35 Central Park N Apt 4F,                  ",New York,NY,10026
"$3,250",1 bed,1 bath,Data Not Found,NO,"888 8th Ave Apt 7A,                  ",New York,NY,10019
"$2,195",1 bed,1 bath,Data Not Found,NO,Data Not Found,Manhattan,NY,10009
"$2,999",3 bed,1 bath,"1,100 sqft",NO,Data Not Found,Brooklyn,NY,11216
"$2,250",1 bed,1 bath,Data Not Found,OK Pets,"162 E 55th St Unit 8,                  ",New York,NY,10022
"$2,695",0 bed,1 bath,580 sqft,NO,"120 E 34th St Apt 20M,                  ",New York,NY,10016
"$2,275",0 bed,1 bath,400 sqft,NO,"201 E 73rd St Apt 10,                  ",New York,NY,10021
"$2,500",0 bed,1 bath,Data Not Found,NO,"39 E 65th St Unit 4F,                  ",New York,NY,10065
"$3,800",0 bed,1 bath,580 sqft,NO,"145 E 16th St Apt 14F,                  ",New York,NY,10003
"$2,650",0 bed,1 bath,550 sqft,NO,"220 E 24th St Apt 4E,                  ",New York,NY,10010
"$2,850",0 bed,1 bath,605 sqft,NO,"405 E 56th St Apt 10G,                  ",New York,NY,10022
"$4,100",2 bed,1 bath,Data Not Found,NO,"140 W 55th St Apt 1A,                  ",New York,NY,10019
"$5,700",1 bed,1 bath,690 sqft,NO,"240 E 82nd St Apt 2D,                  ",New York,NY,10028
"$2,795",1 bed,1 bath,580 sqft,NO,"400 E 66th St Unit 12AB,                  ",New York,NY,10065
"$2,695",0 bed,1 bath,550 sqft,NO,"214 E 24th St Apt 3D,                  ",New York,NY,10010
"$3,850",0 bed,1 bath,670 sqft,OK Pets,"300 N End Ave Apt 7L,                  ",New York,NY,10282
"$2,395",0 bed,1 bath,510 sqft,NO,"113 Sullivan St Unit 2117,                  ",New York,NY,10012
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,795",1 bed,1 bath,580 sqft,NO,"400 E 66th St Unit 11AA,                  ",New York,NY,10065
"$1,825",0 bed,1 bath,485 sqft,NO,"221 E 66th St Unit 103,                  ",New York,NY,10065
"$3,250",1 bed,1 bath,600 sqft,NO,"284 Fifth Ave Unit 6F,                  ",New York,NY,10010
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,150",0 bed,1 bath,536 sqft,NO,"260 W 27th St Apt 8,                  ",New York,NY,10001
"$2,150",1 bed,1 bath,Data Not Found,NO,"455 Second Ave Unit 2B,                  ",New York,NY,10011
"$1,650",0 bed,1 bath,Data Not Found,NO,"49 W 11th St Apt 4,                  ",New York,NY,10011
"$2,775",0 bed,1 bath,580 sqft,NO,"307 E 44th St Apt 802,                  ",New York,NY,10017
"$3,495",0 bed,1 bath,580 sqft,NO,"41 Park Ave Unit 2L,                  ",New York,NY,10016
"$2,250",0 bed,1 bath,"2,250 sqft",NO,"569 Third Ave Unit 4,                  ",New York,NY,10016
"$2,200",0 bed,1 bath,536 sqft,NO,"260 W 27th St Apt 2,                  ",New York,NY,10001
"$2,900",0 bed,1 bath,580 sqft,NO,"137 E 38th St Unit 1Q,                  ",New York,NY,10016
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,800",0 bed,1 bath,580 sqft,NO,"145 E 16th St Unit 5S,                  ",New York,NY,10003
"$2,850",1 bed,1 bath,690 sqft,NO,"742 St Nicholas Ave Unit 13,                  ",New York,NY,10031
"$2,050",0 bed,1 bath,520 sqft,NO,"1497 Third Ave Unit 2A,                  ",New York,NY,10028
"$1,675",1 bed,1 bath,690 sqft,NO,"137 Nagle Ave Apt 43,                  ",New York,NY,10040
"$2,850",0 bed,1 bath,605 sqft,NO,"405 E 56th St Apt 9D,                  ",New York,NY,10022
"$3,880",1 bed,1 bath,650 sqft,OK Pets,"151 E 31st St Unit W27C,                  ",New York,NY,10016
"$5,500",2 bed,2 bath,932 sqft,NO,"405 E 56th St Apt 7K,                  ",New York,NY,10022
"$4,800",1 bed,1 bath,710 sqft,NO,"405 E 56th St Unit 14Y,                  ",New York,NY,10022
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,350",1 bed,1 bath,Data Not Found,NO,"1323 Third Ave Unit 4,                  ",New York,NY,10021
"$2,195",1 bed,1 bath,640 sqft,NO,"136 E 96th St Apt 4C,                  ",New York,NY,10128
"$3,800",0 bed,1 bath,580 sqft,NO,"145 E 16th St Apt 14G,                  ",New York,NY,10003
"$3,125",0 bed,1 bath,500 sqft,NO,"108 W 15th St Unit 1C,                  ",New York,NY,10011
"$2,451",1 bed,1 bath,710 sqft,NO,"224 E 89th St Apt 11,                  ",New York,NY,10128
"$2,625",1 bed,1 bath,400 sqft,NO,"283 Mott St Unit 1S,                  ",New York,NY,10012
"$3,195",0 bed,1 bath,580 sqft,NO,"41 Park Ave Apt 1D,                  ",New York,NY,10016
"$3,050",0 bed,1 bath,560 sqft,NO,"410 W 22nd St Apt 3R,                  ",New York,NY,10011
"$3,300",0 bed,1 bath,605 sqft,NO,"405 E 56th St Apt 9K,                  ",New York,NY,10022
"$3,100",1 bed,1 bath,Data Not Found,NO,"140 W 55th St Apt 2C,                  ",New York,NY,10019
"$3,640",1 bed,1 bath,710 sqft,OK Pets,"155 E 29th St Unit 31,                  ",New York,NY,10016
"$2,945",0 bed,1 bath,Data Not Found,OK Pets,"1695 Third Ave Unit C29Y,                  ",New York,NY,10128
"$3,550",0 bed,1 bath,580 sqft,NO,"20 River Ter Apt 16Q,                  ",New York,NY,10282
"$3,600",1 bed,1 bath,710 sqft,NO,"405 E 56th St Unit 5EA,                  ",New York,NY,10022
"$3,775",0 bed,1 bath,580 sqft,NO,"100 Jane St Apt 5Q,                  ",New York,NY,10014
"$2,700",0 bed,1 bath,560 sqft,NO,"410 W 22nd St Apt 2F,                  ",New York,NY,10011
"$3,045",0 bed,1 bath,440 sqft,OK Pets,"151 E 31st St Unit E15F,                  ",New York,NY,10016
"$3,007",1 bed,1 bath,Data Not Found,NO,"162 E 55th St Apt 3B,                  ",New York,NY,10022
"$3,550",0 bed,1 bath,580 sqft,NO,"20 River Ter Apt 17Q,                  ",New York,NY,10282
"$4,150",1 bed,1 bath,700 sqft,NO,"52 Barrow St Apt 4A,                  ",New York,NY,10014
"$2,500",0 bed,1 bath,Data Not Found,NO,"39 E 65th St Apt 2B,                  ",New York,NY,10065
"$2,050",1 bed,1 bath,Data Not Found,NO,"455 Second Ave Unit 5Q,                  ",New York,NY,10011
"$3,600",0 bed,1 bath,580 sqft,NO,"145 E 16th St Apt 3F,                  ",New York,NY,10003
"$3,100",1 bed,1 bath,"1,000 sqft",OK Pets,"49-13 Vernon Blvd Unit 2,                  ",Queens,NY,11101
"$6,000",4 bed,2 bath,850 sqft,OK Pets,"413 E 12th St Apt 17,                  ",New York,NY,10009
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,495",0 bed,1 bath,Data Not Found,OK Pets,"433 W 21st St Apt 1E,                  ",New York,NY,10011
"$1,400",1 bed,1 bath,Data Not Found,OK Pets,"94-36 114th St Unit Basement,                  ",Queens,NY,11419
"$2,650",3 bed,1 bath,Data Not Found,OK Pets,"94-36 114th St Unit 2,                  ",Queens,NY,11419
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,999",2 bed,1 bath,Data Not Found,OK Pets,"94-36 114th St Unit 1,                  ",Queens,NY,11419
"$13,500",2 bed,2 bath,"1,500 sqft",OK Pets,"800 Fifth Ave Unit 7C,                  ",New York,NY,10065
"$18,475",2 bed,3 bath,"1,900 sqft",OK Pets,"800 Fifth Ave Unit 21F,                  ",New York,NY,10065
"$1,800",0 bed,Data Not Found,Data Not Found,NO,"319 W 42nd St Apt 21,                  ",New York,NY,10036
"$1,950",1 bed,1 bath,Data Not Found,NO,"977 E 12th St Unit 6A,                  ",Brooklyn,NY,11230
"$3,495",0 bed,1 bath,516 sqft,OK Pets,"130 Water St Unit 8,                  ",New York,NY,10005
"$2,550",0 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 4D,                  ",Brooklyn,NY,11201
"$2,050",0 bed,1 bath,Data Not Found,OK Pets,"49 W 11th St Apt 26,                  ",New York,NY,10011
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,125",1 bed,1 bath,Data Not Found,OK Pets,"1045 Lexington Ave Apt 4RN,                  ",New York,NY,10021
"$3,900",2 bed,2 bath,Data Not Found,OK Pets,"145 W 55th St Apt 4A,                  ",New York,NY,10019
"$1,550",0 bed,1 bath,Data Not Found,OK Pets,"49 W 11th St Apt 18,                  ",New York,NY,10011
"$2,900",0 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 12E,                  ",Brooklyn,NY,11201
"$3,050",1 bed,1 bath,Data Not Found,OK Pets,"140 E 46th St Apt 6K,                  ",New York,NY,10017
"$3,500",1 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 5G,                  ",Brooklyn,NY,11201
"$2,450",1 bed,1 bath,Data Not Found,OK Pets,"163 E 87th St Apt 5D,                  ",New York,NY,10128
"$1,975",0 bed,1 bath,Data Not Found,OK Pets,"49 W 11th St Apt 14,                  ",New York,NY,10011
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,600",0 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 4B,                  ",Brooklyn,NY,11201
"$2,500",0 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 7B,                  ",Brooklyn,NY,11201
"$2,995",2 bed,1 bath,Data Not Found,OK Pets,"922 Third Ave Unit 4R,                  ",New York,NY,10022
"$6,100",2 bed,2 bath,Data Not Found,OK Pets,"200 W 58th St Unit E3,                  ",New York,NY,10019
"$6,500",1 bed,1 bath,Data Not Found,OK Pets,"20 Fifth Ave Unit E13,                  ",New York,NY,10011
"$3,250",0 bed,1 bath,Data Not Found,OK Pets,"405 E 56th St Apt 10M,                  ",New York,NY,10022
"$2,800",0 bed,1 bath,Data Not Found,OK Pets,"405 E 56th St Apt 2O,                  ",New York,NY,10022
"$2,450",0 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 4A,                  ",Brooklyn,NY,11201
"$3,950",1 bed,1 bath,Data Not Found,OK Pets,"145 E 16th St Apt 17F,                  ",New York,NY,10003
"$2,500",0 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 5D,                  ",Brooklyn,NY,11201
"$3,600",1 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 6C,                  ",Brooklyn,NY,11201
"$2,675",0 bed,1 bath,Data Not Found,OK Pets,"140 E 46th St Apt 2F,                  ",New York,NY,10017
"$2,475",0 bed,1 bath,Data Not Found,OK Pets,"35 E 65th St Apt 2B,                  ",New York,NY,10065
"$7,400",3 bed,3.5 bath,Data Not Found,OK Pets,"200 W 58th St Apt 4B,                  ",New York,NY,10019
"$3,500",1 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 3J,                  ",Brooklyn,NY,11201
"$3,900",1 bed,1 bath,Data Not Found,OK Pets,"166 W 72nd St Unit D,                  ",New York,NY,10023
"$4,950",2 bed,2 bath,Data Not Found,OK Pets,"157 E 57th St Apt 8F,                  ",New York,NY,10022
"$2,450",0 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 5E,                  ",Brooklyn,NY,11201
"$3,750",2 bed,1 bath,Data Not Found,OK Pets,"165 E 35th St Apt 8I,                  ",New York,NY,10016
"$2,300",1 bed,1 bath,Data Not Found,OK Pets,"224 E 70th St Apt 10,                  ",New York,NY,10021
"$2,950",0 bed,1 bath,Data Not Found,OK Pets,"235 W 22nd St Apt 4X,                  ",New York,NY,10011
"$3,275",2 bed,1 bath,Data Not Found,OK Pets,"594 Third Ave Unit 3,                  ",New York,NY,10016
"$3,200",1 bed,1 bath,Data Not Found,OK Pets,"140 W 55th St Unit 4C4,                  ",New York,NY,10019
"$3,500",1 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 7J,                  ",Brooklyn,NY,11201
"$3,550",1 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 8C,                  ",Brooklyn,NY,11201
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,650",1 bed,1 bath,Data Not Found,OK Pets,"235 W 22nd St Apt 6A,                  ",New York,NY,10011
"$4,100",1 bed,1 bath,Data Not Found,OK Pets,"200 W 58th St Ph B,                  ",New York,NY,10019
"$3,550",1 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 9J,                  ",Brooklyn,NY,11201
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,700",1 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 7G,                  ",Brooklyn,NY,11201
"$2,275",0 bed,1 bath,Data Not Found,OK Pets,"1075 First Ave Unit 2F,                  ",New York,NY,10022
"$2,450",0 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 7A,                  ",Brooklyn,NY,11201
"$3,550",1 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 8C,                  ",Brooklyn,NY,11201
"$8,000",1 bed,1 bath,Data Not Found,NO,"816 Broadway Apt 2,                  ",New York,NY,10003
"$3,200",1 bed,1 bath,Data Not Found,NO,"400 E 89th St Apt 12K,                  ",New York,NY,10128
"$4,800",3 bed,1 bath,Data Not Found,OK Pets,"156 E 37th St Apt 4A,                  ",New York,NY,10016
"$3,650",1 bed,1 bath,Data Not Found,OK Pets,"156 E 37th St Apt 1C,                  ",New York,NY,10016
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,200",1 bed,1 bath,Data Not Found,OK Pets,"31-43 Steinway St Unit 3R,                  ",Astoria,NY,11103
"$3,850",1 bed,1 bath,831 sqft,OK Pets,"136 E 55th St Apt 8K,                  ",Manhattan,NY,10022
"$35,000",5 bed,4 bath,Data Not Found,OK Pets,"224 E 67th St Unit 5BR,                  ",New York,NY,10065
"$3,295",1 bed,1 bath,Data Not Found,NO,"335 E 54th St Unit 3D,                  ",Manhattan,NY,10022
"$2,300",2 bed,1 bath,900 sqft,NO,"67-51 152 St Unit 196B,                  ",Flushing,NY,11367
"$2,400",3 bed,1.5 bath,Data Not Found,NO,"168-08 Gothic Dr,                  ",Jamaica,NY,11432
"$2,750",1 bed,1 bath,Data Not Found,NO,"12 E 46th St,                  ",New York,NY,10017
"$4,600",3 bed,1 bath,Data Not Found,OK Pets,"350 E 52nd St Apt 7K,                  ",New York,NY,10022
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$6,295",3 bed,2 bath,Data Not Found,OK Pets,"89 Clinton St # R,                  ",New York,NY,10002
"$2,750",1 bed,1 bath,554 sqft,NO,"306 Gold St Apt 8J,                  ",Brooklyn,NY,11201
"$2,347",3 bed,1 bath,Data Not Found,OK Pets,"520 W 156th St Apt 42,                  ",New York,NY,10032
"$2,500",3 bed,2.5 bath,Data Not Found,NO,"64-57 232 St,                  ",Bayside,NY,11364
"$2,354",0 bed,1 bath,Data Not Found,OK Pets,"500 Sterling Pl Apt 5F,                  ",New York,NY,11238
"$6,138",3 bed,2 bath,"1,250 sqft",OK Pets,"112 W 15th St Unit 2A,                  ",Manhattan,NY,10011
"$2,000",2 bed,1 bath,Data Not Found,NO,"86-05 233rd St Unit 2ND,                  ",Queens Village,NY,11427
"$3,258",2 bed,1 bath,800 sqft,OK Pets,"17 Monitor St Apt 1H,                  ",Brooklyn,NY,11222
"$3,400",1 bed,1 bath,630 sqft,OK Pets,"44-41 Purves St Unit 2205,                  ",Queens,NY,11101
"$4,025",3 bed,1 bath,"1,000 sqft",OK Pets,"17 Monitor St Apt 3A,                  ",Brooklyn,NY,11222
"$3,350",1 bed,1 bath,Data Not Found,NO,"1095 2nd Ave Apt 2RS,                  ",Manhattan,NY,10022
"$9,500",5 bed,2 bath,"2,700 sqft",OK Pets,"30 W 105th St Units 1 & 2,                  ",New York,NY,10025
"$2,850",1 bed,1.5 bath,"1,303 sqft",NO,"80 Bay Street Lndg Apt 3K,                  ",Staten Island,NY,10301
"$3,895",2 bed,1 bath,800 sqft,OK Pets,"321 Wythe Ave Apt 707,                  ",Brooklyn,NY,11249
"$3,070",2 bed,1 bath,850 sqft,OK Pets,"17 Monitor St Apt 2E,                  ",Brooklyn,NY,11222
"$12,500",4 bed,3 bath,Data Not Found,NO,"246 E 83rd St Unit 2,                  ",Manhattan,NY,10028
"$5,500",2 bed,1 bath,850 sqft,OK Pets,"420 E 80th St Apt 2H,                  ",Manhattan,NY,10075
"$3,350",1 bed,1 bath,Data Not Found,NO,"1095 2nd Ave Apt 2RN,                  ",Manhattan,NY,10022
"$32,500",2 bed,2.5 bath,"2,367 sqft",OK Pets,"15 Central Park W Apt 26B,                  ",New York,NY,10023
"$1,200",0 bed,Data Not Found,Data Not Found,NO,"12 Saint Nicholas Ave,                  ",Brooklyn,NY,11237
"$2,400",3 bed,3 bath,"3,100 sqft",OK Pets,"75 22 Parsons Blvd Unit F,                  ",Queens,NY,11367
"$12,829",3 bed,2 bath,Data Not Found,OK Pets,"165 W 10th St,                  ",New York,NY,10014
"$1,300",0 bed,Data Not Found,Data Not Found,NO,"31 Troutman St,                  ",Brooklyn,NY,11206
"$12,000",3 bed,3 bath,"1,487 sqft",OK Pets,"252 South St Unit 54C,                  ",New York,NY,10002
"$9,000",3 bed,2 bath,"1,000 sqft",NO,"401 E 34th St Apt S8B,                  ",Manhattan,NY,10016
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$59,000",4 bed,4.5 bath,"2,942 sqft",OK Pets,"25 Columbus Cir Unit 66C,                  ",New York,NY,10019
"$6,500",3 bed,2 bath,"1,750 sqft",NO,"32 W 105th St Apt 2,                  ",New York,NY,10025
"$6,500",2 bed,2 bath,"1,123 sqft",NO,"252 South St Unit 24D,                  ",New York,NY,10002
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$8,800",2 bed,2 bath,"1,466 sqft",NO,"301 W 57th St Apt 30C,                  ",New York,NY,10019
"$3,100",2 bed,1 bath,Data Not Found,OK Pets,"146 Meserole St,                  ",Brooklyn,NY,11206
"$6,000",2 bed,2 bath,"1,071 sqft",NO,"120 Riverside Blvd Apt 15D,                  ",New York,NY,10069
"$60,000",3 bed,3.5 bath,"3,576 sqft",OK Pets,"432 Park Ave Apt 50C,                  ",New York,NY,10022
"$1,750",0 bed,Data Not Found,Data Not Found,NO,"2284 7th Ave Unit 2,                  ",New York,NY,10030
"$2,200",2 bed,1 bath,800 sqft,NO,"63-11 110th St Unit 1,                  ",Queens,NY,11375
"$2,201+",2 - 4 bed,1 bath,750+ sqft,NO,"506 E 188th St,                  ",Bronx,NY,10458
"$2,500",2 bed,2 bath,"1,050 sqft",OK Pets,"55 Hempstead Ave Unit 1,                  ",Staten Island,NY,10306
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$10,000",3 bed,2 bath,"1,000 sqft",OK Pets,"30 Park Ave Apt 19B,                  ",Manhattan,NY,10016
"$3,888",0 bed,1 bath,464 sqft,NO,"800 Avenue of the Americas Apt 31A,                  ",Manhattan,NY,10001
"$2,535",1 bed,1 bath,467 sqft,OK Pets,"10 Montieth St Apt 343,                  ",Brooklyn,NY,11206
"$2,769",1 bed,1 bath,Data Not Found,NO,"220 N 10th St Apt 4B,                  ",Brooklyn,NY,11211
"$10,000",3 bed,2.5 bath,800 sqft,OK Pets,"305 E 86th St Unit 3RE,                  ",Manhattan,NY,10028
"$4,250",1 bed,1 bath,Data Not Found,OK Pets,"635 W 42nd St Unit 36CC,                  ",New York,NY,10036
"$18,000",3 bed,2 bath,"3,000 sqft",NO,"306 W 78th St Apt 1B,                  ",New York,NY,10024
"$50,000",5 bed,5.5+ bath,"8,040 sqft",NO,"152 Reade St,                  ",Manhattan,NY,10013
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,000",1 bed,1 bath,800 sqft,OK Pets,"635 W 42nd St Unit 38L,                  ",New York,NY,10036
"$6,500",3 bed,2 bath,Data Not Found,OK Pets,"635 W 42nd St Unit 45T,                  ",New York,NY,10036
"$7,500",2 bed,2 bath,Data Not Found,OK Pets,"635 W 42nd St Ste 1,                  ",New York,NY,10036
